imagen, numeroROI, contadorObjetos, promedioRGB_R, promedioRGB_G, promedioRGB_B, desviacionRGB_R, desviacionRGB_G, desviacionRGB_B, promedioLAB_L, promedioLAB_A, promedioLAB_B, desviacionLAB_L, desviacionLAB_A, desviacionLAB_B, promedioHSV_H, promedioHSV_S, promedioHSV_V, desviacionHSV_H, desviacionHSV_S, desviacionHSV_V, sumaArea, perimetro, excentricidad, ejeMayor, ejeMenor, entropia, inercia, energia, x, y, w, h, clasificacion 
002.jpg,          4,          4,   210.3273,   218.2091,   202.1636,     1.4142,     1.4142,     1.4142,    86.0663,    -5.5614,     7.0282,     8.2167,     2.3302,     2.7415,     0.2466,     0.0766,     0.8558,     0.0325,     0.0345,     0.0870,        110,    36.2400,     0.7345,    14.4825,     9.8283,     0.0000,     0.0000,     0.0000,         64,          5,         15,         10, CALYX 
002.jpg,          4,          5,   229.0000,   228.1538,   221.1538,     4.4721,     4.4721,     4.4721,    90.4960,    -0.9395,     3.5164,     5.5908,     0.5513,     0.7738,     0.1536,     0.0361,     0.8992,     0.0291,     0.0111,     0.0599,         13,    11.4380,     0.8325,     5.7735,     3.1989,     0.0000,     0.0000,     0.0000,         95,         20,          5,          5, DEFECTOS 
002.jpg,          4,          6,   228.6774,   227.5484,   211.8710,     2.8284,     2.8284,     2.8284,    90.1014,    -2.3079,     7.7873,     5.3218,     0.8791,     2.3448,     0.1554,     0.0739,     0.8970,     0.0149,     0.0216,     0.0581,          5,     4.9620,     0.7651,     3.3066,     2.1292,     0.0000,     0.0000,     0.0000,         98,         15,         10,          8, DEFECTOS 
002.jpg,          1,          1,   214.3265,   214.6327,   187.6122,     2.2361,     2.2361,     2.2361,    85.0944,    -4.6895,    13.3908,     8.9032,     1.4691,     3.6738,     0.1677,     0.1314,     0.8432,     0.0096,     0.0435,     0.0970,         49,    25.5800,     0.7785,    10.2443,     6.4297,     0.0000,     0.0000,     0.0000,         81,         15,         10,          7, DEFECTOS 
002.jpg,          1,          2,   224.8929,   224.2857,   211.7500,     3.0000,     3.0000,     3.0000,    88.9106,    -1.9721,     6.2294,     9.3517,     0.5901,     1.3120,     0.1617,     0.0621,     0.8838,     0.0207,     0.0194,     0.1007,         28,    23.8020,     0.9093,    10.8739,     4.5261,     0.0000,     0.0000,     0.0000,         92,         17,         10,          5, DEFECTOS 
002.jpg,          1,          3,   219.6000,   222.6000,   203.6000,     7.0000,     7.0000,     7.1414,    87.9734,    -4.3215,     8.9658,     4.2839,     0.2934,     0.8667,     0.1932,     0.0855,     0.8729,     0.0025,     0.0082,     0.0473,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,        158,         35,          3,          3, DEFECTOS 
002.jpg,          2,          1,   200.0769,   199.1538,   154.3077,     4.4721,     4.4721,     4.4721,    79.3017,    -6.9304,    22.6842,     7.0480,     1.5749,     4.6153,     0.1629,     0.2336,     0.7855,     0.0056,     0.0572,     0.0753,         13,    15.6560,     0.9136,     7.7333,     3.1453,     0.0000,     0.0000,     0.0000,         22,         73,          7,          4, DEFECTOS 
002.jpg,          2,          2,   205.7955,   207.3182,   175.3864,     2.4495,     2.4495,     2.4495,    82.2756,    -5.9079,    15.7934,     8.9672,     1.4817,     4.5396,     0.1754,     0.1587,     0.8130,     0.0070,     0.0556,     0.0964,         44,    29.7980,     0.7803,    10.8244,     6.7691,     0.0000,     0.0000,     0.0000,         57,          6,         11,          8, DEFECTOS 
002.jpg,          3,          1,   201.4615,   210.3846,   145.6923,     4.4721,     4.4721,     4.4721,    82.2401,   -13.3327,    31.0856,     6.3738,     1.7070,     4.1158,     0.1896,     0.3073,     0.8250,     0.0008,     0.0337,     0.0718,         13,    10.4040,     0.7102,     5.0330,     3.5432,     0.0000,     0.0000,     0.0000,         19,         53,          5,          4, DEFECTOS 
002.jpg,          3,          2,   220.0000,   224.4000,   188.2000,     7.1414,     7.1414,     7.1414,    88.1382,    -7.5561,    17.2718,     3.8734,     1.5063,     3.3099,     0.1866,     0.1623,     0.8800,     0.0019,     0.0348,     0.0417,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         30,         51,          3,          3, DEFECTOS 
002.jpg,          3,          3,   213.5600,   216.7360,   193.1680,     1.4142,     1.4142,     1.4142,    85.7436,    -5.1088,    11.3165,     7.4022,     2.6098,     6.2542,     0.1956,     0.1132,     0.8512,     0.0297,     0.0649,     0.0796,        125,    42.4180,     0.8074,    16.6316,     9.8119,     0.0000,     0.0000,     0.0000,         55,          8,         17,         10, CALYX 
002.jpg,          3,          4,   206.8000,   208.6000,   198.2000,     6.7082,     6.7082,     6.7082,    83.2895,    -2.4733,     4.9399,     2.7939,     0.3468,     0.5429,     0.1951,     0.0499,     0.8180,     0.0038,     0.0057,     0.0308,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         57,         72,          3,          3, DEFECTOS 
002.jpg,          4,          1,   212.6000,   212.6000,   212.6000,     6.0828,     6.0828,     6.0828,    85.1075,     0.0000,     0.0000,     4.0242,     0.0000,     0.0000,     0.0000,     0.0000,     0.8337,     0.0000,     0.0000,     0.0440,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         25,         41,          3,          3, DEFECTOS 
002.jpg,          4,          2,   165.3077,   171.6923,   132.7692,     4.4721,     4.4721,     4.4721,    68.7942,    -8.9705,    19.3618,     5.5060,     1.8809,     4.3486,     0.1939,     0.2302,     0.6733,     0.0017,     0.0616,     0.0567,         13,    12.8440,     0.8086,     5.9073,     3.4754,     0.0000,     0.0000,     0.0000,         51,         33,          4,          6, DEFECTOS 
002.jpg,          4,          3,   216.6075,   218.5234,   155.0187,     1.4142,     1.4142,     1.4142,    85.7177,   -10.3749,    31.0826,     6.6324,     3.7029,     9.2421,     0.1699,     0.2962,     0.8605,     0.0118,     0.0907,     0.0718,        107,    55.1540,     0.9771,    26.6352,     5.6678,     0.0000,     0.0000,     0.0000,         57,         21,         26,          8, DEFECTOS 
002.jpg,          4,          4,   210.3273,   218.2091,   202.1636,     1.4142,     1.4142,     1.4142,    86.0663,    -5.5614,     7.0282,     8.2167,     2.3302,     2.7415,     0.2466,     0.0766,     0.8558,     0.0325,     0.0345,     0.0870,        110,    36.2400,     0.7345,    14.4825,     9.8283,     0.0000,     0.0000,     0.0000,         64,          5,         15,         10, CALYX 
002.jpg,          4,          5,   229.0000,   228.1538,   221.1538,     4.4721,     4.4721,     4.4721,    90.4960,    -0.9395,     3.5164,     5.5908,     0.5513,     0.7738,     0.1536,     0.0361,     0.8992,     0.0291,     0.0111,     0.0599,         13,    11.4380,     0.8325,     5.7735,     3.1989,     0.0000,     0.0000,     0.0000,         95,         20,          5,          5, DEFECTOS 
002.jpg,          4,          6,   228.6774,   227.5484,   211.8710,     2.8284,     2.8284,     2.8284,    90.1014,    -2.3079,     7.7873,     5.3218,     0.8791,     2.3448,     0.1554,     0.0739,     0.8970,     0.0149,     0.0216,     0.0581,          5,     4.9620,     0.7651,     3.3066,     2.1292,     0.0000,     0.0000,     0.0000,         98,         15,         10,          8, DEFECTOS 
009.jpg,          1,          1,   212.0000,   203.7200,    79.2800,     3.1623,     3.1623,     3.1623,    80.6052,   -11.3367,    58.1873,     5.6158,     3.2102,    14.3619,     0.1550,     0.6374,     0.8314,     0.0080,     0.2133,     0.0659,         25,    18.6580,     0.5279,     6.5060,     5.5257,     0.0000,     0.0000,     0.0000,         45,        134,          6,          6, DEFECTOS 
009.jpg,          1,          2,   203.1304,   201.8696,   105.3913,     3.3166,     3.3166,     3.3166,    79.6494,   -12.2135,    46.7658,     4.8967,     6.4495,    16.9805,     0.1596,     0.4921,     0.8068,     0.0160,     0.1820,     0.0528,         23,    29.7160,     0.4273,     7.5357,     6.8130,     0.0000,     0.0000,     0.0000,         53,        132,          7,          7, DEFECTOS 
009.jpg,          1,          3,   202.6000,   201.2000,    99.8500,     3.6056,     3.6056,     3.6056,    79.2736,   -12.7929,    49.3378,     8.0566,     3.7089,    11.8313,     0.1630,     0.5224,     0.7990,     0.0088,     0.1631,     0.0908,         20,    24.0920,     0.9231,    11.1235,     4.2771,     0.0000,     0.0000,     0.0000,         53,        149,         10,          5, DEFECTOS 
009.jpg,          1,          4,   200.4021,   202.5909,   181.7378,     1.0000,     1.0000,     1.0000,    80.6122,    -4.3626,    10.1927,    14.1107,     2.2882,     6.0941,     0.1982,     0.1097,     0.7965,     0.0569,     0.0669,     0.1514,        286,   115.0800,     0.9355,    40.4534,    14.2947,     0.0000,     0.0000,     0.0000,         64,          6,         43,         15, CALYX 
009.jpg,          1,          5,   150.8000,   136.0800,    60.4400,     3.1623,     3.1623,     3.1623,    56.5479,    -3.8601,    40.8861,     8.0236,     1.9203,    12.3076,     0.1379,     0.5926,     0.5914,     0.0070,     0.1568,     0.0862,         25,    16.1020,     0.8545,     7.9667,     4.1382,     0.0000,     0.0000,     0.0000,         75,        184,          8,          4, DEFECTOS 
009.jpg,          1,          6,   117.4000,   113.4000,   102.6000,     6.2450,     6.2450,     6.4807,    47.8377,    -0.5030,     6.5504,     3.0442,     0.1737,     0.6073,     0.1214,     0.1270,     0.4604,     0.0032,     0.0152,     0.0297,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,        104,        187,          3,          3, DEFECTOS 
009.jpg,          1,          7,   114.6000,   110.4000,    81.9000,     5.0990,     5.0990,     5.0990,    46.1916,    -3.3234,    16.5220,     6.0870,     0.6056,     1.3478,     0.1455,     0.2881,     0.4494,     0.0062,     0.0333,     0.0593,         10,    10.0320,     0.8492,     5.2662,     2.7809,     0.0000,     0.0000,     0.0000,        117,        184,          5,          4, DEFECTOS 
009.jpg,          1,          8,   219.1818,   214.0606,   161.3333,     2.8284,     2.8284,     2.8284,    84.8613,    -6.3211,    26.7068,     6.6683,     1.8030,     8.6356,     0.1535,     0.2633,     0.8597,     0.0096,     0.0857,     0.0806,         33,    22.7680,     0.9135,    11.2275,     4.5673,     0.0000,     0.0000,     0.0000,        154,         37,          8,          9, DEFECTOS 
009.jpg,          1,          9,   201.8000,   204.4000,   179.4000,     7.1414,     7.1414,     6.3246,    81.3297,    -5.1614,    12.0829,     7.1081,     2.0191,     5.6495,     0.1878,     0.1182,     0.8016,     0.0084,     0.0481,     0.0797,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,        159,         32,          3,          3, DEFECTOS 
009.jpg,          2,          1,   215.2000,   217.2000,   204.2000,     7.1414,     7.1414,     7.1414,    86.2747,    -2.9737,     6.1606,     3.9227,     0.1807,     0.5243,     0.1925,     0.0599,     0.8518,     0.0024,     0.0049,     0.0433,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         50,         41,          3,          3, DEFECTOS 
009.jpg,          2,          2,   178.6884,   181.5176,   140.9045,     1.0000,     1.0000,     1.0000,    72.5749,    -7.7243,    20.4233,    10.6116,     3.0625,     7.7777,     0.1778,     0.2285,     0.7125,     0.0123,     0.0890,     0.1134,        199,    55.5260,     0.8718,    23.2337,    11.3824,     0.0000,     0.0000,     0.0000,         54,          6,         23,         12, CALYX 
009.jpg,          2,          3,   200.6000,   200.6000,   200.6000,     6.9282,     6.9282,     6.9282,    80.8001,     0.0000,    -0.0000,     3.9865,     0.0000,     0.0000,     0.0000,     0.0000,     0.7867,     0.0000,     0.0000,     0.0432,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,        104,         18,          3,          3, DEFECTOS 
009.jpg,          3,          1,   217.0000,   220.7917,   196.3750,     3.3166,     3.3166,     3.3166,    87.1229,    -5.4940,    11.5645,     6.4979,     1.1762,     2.4804,     0.1925,     0.1112,     0.8658,     0.0043,     0.0254,     0.0718,         24,    18.1780,     0.9291,     9.4664,     3.4999,     0.0000,     0.0000,     0.0000,         41,         21,          9,          5, DEFECTOS 
009.jpg,          3,          2,   221.9490,   225.5102,   161.1837,     1.7321,     1.7321,     1.7321,    88.0718,   -10.9759,    31.0811,     6.7036,     4.7231,    12.3180,     0.1726,     0.2889,     0.8859,     0.0141,     0.1156,     0.0746,          7,     6.3680,     0.3531,     3.2367,     3.0282,     0.0000,     0.0000,     0.0000,         57,         25,         23,         10, DEFECTOS 
009.jpg,          3,          3,   181.8000,   176.6000,   114.8000,     3.0000,     3.0000,     3.0000,    71.1346,    -7.3493,    32.3115,     6.8148,     2.3824,     7.0602,     0.1540,     0.3752,     0.7142,     0.0119,     0.0958,     0.0720,         30,    24.4720,     0.8988,    11.3925,     4.9948,     0.0000,     0.0000,     0.0000,         59,         35,          6,         11, DEFECTOS 
009.jpg,          3,          4,   206.8571,   215.4286,   140.2857,     4.2426,     4.2426,     4.2426,    83.9179,   -14.3459,    36.0066,     6.4799,     2.9385,     9.2798,     0.1864,     0.3473,     0.8448,     0.0063,     0.0829,     0.0742,         14,    11.9920,     0.8346,     5.9732,     3.2900,     0.0000,     0.0000,     0.0000,         78,         30,          6,          4, DEFECTOS 
009.jpg,          3,          5,   219.5000,   223.6250,   198.5000,     5.5678,     5.1962,     5.6569,    88.1308,    -5.7156,    11.8461,     2.4067,     1.0619,     2.3224,     0.1941,     0.1127,     0.8770,     0.0018,     0.0232,     0.0262,          8,     7.2200,     0.5477,     3.6515,     3.0551,     0.0000,     0.0000,     0.0000,         87,         21,          4,          3, DEFECTOS 
009.jpg,          4,          1,   216.1489,   219.7287,   164.5638,     1.0000,     1.0000,     1.0000,    86.1802,    -9.7672,    26.7569,     6.9279,     3.8178,    11.9332,     0.1776,     0.2577,     0.8631,     0.0131,     0.1234,     0.0740,         18,    16.2840,     0.9332,     8.7713,     3.1510,     0.0000,     0.0000,     0.0000,         44,         20,         50,         12, DEFECTOS 
009.jpg,          4,          2,    17.5000,    17.5000,    17.5000,     5.0990,     5.0990,     5.0990,     6.0139,     0.0000,     0.0000,     4.3847,     0.0000,     0.0000,     0.0000,     0.0000,     0.0686,     0.0000,     0.0000,     0.0431,         10,    14.0600,     0.9154,     6.9089,     2.7809,     0.0000,     0.0000,     0.0000,         52,        140,          6,          4, DEFECTOS 
009.jpg,          4,          3,   231.1905,   233.9048,   196.7143,     3.4641,     3.4641,     3.4641,    91.5833,    -7.0178,    17.8052,     5.7318,     3.0130,     6.3935,     0.1753,     0.1611,     0.9188,     0.0165,     0.0560,     0.0642,         21,    16.9540,     0.9229,     8.9329,     3.4397,     0.0000,     0.0000,     0.0000,         75,         19,          8,          5, DEFECTOS 
015.jpg,          1,          1,   175.6190,   151.4286,    95.3810,     3.4641,     3.4641,     3.4641,    63.5374,     1.7655,    32.4535,     8.8137,     2.6977,    12.6218,     0.1140,     0.4555,     0.6887,     0.0110,     0.1584,     0.0924,         21,    19.2120,     0.9551,    10.1508,     3.0087,     0.0000,     0.0000,     0.0000,         74,        187,          9,          6, DEFECTOS 
015.jpg,          1,          2,   215.4898,   218.5714,   197.5306,     2.2361,     2.2361,     2.2361,    86.3296,    -4.7006,    10.1039,    12.4479,     2.4767,     5.2987,     0.1825,     0.1031,     0.8571,     0.0386,     0.0630,     0.1334,         49,    22.9500,     0.7859,    10.1831,     6.2964,     0.0000,     0.0000,     0.0000,         79,         14,         10,          7, CALYX 
015.jpg,          1,          3,   224.0000,   225.2000,   217.0000,     5.0990,     5.0990,     5.0990,    89.2061,    -1.8495,     3.8520,     9.1393,     0.4981,     0.8512,     0.1903,     0.0361,     0.8831,     0.0088,     0.0059,     0.1012,         10,     8.6260,     0.5923,     4.1633,     3.3546,     0.0000,     0.0000,     0.0000,         86,         10,          4,          4, DEFECTOS 
015.jpg,          1,          4,   199.1122,   199.0510,   178.1224,     1.7321,     1.7321,     1.7321,    79.3183,    -3.6173,    10.7119,    18.1495,     2.2712,     4.2614,     0.1616,     0.1289,     0.7867,     0.0303,     0.0749,     0.1913,         98,    34.2720,     0.8024,    14.6570,     8.7469,     0.0000,     0.0000,     0.0000,         92,         10,         13,         11, CALYX 
015.jpg,          1,          5,   201.7250,   165.8500,    67.1000,     2.4495,     2.4495,     2.4495,    69.5672,     3.4802,    51.7724,    11.8445,     6.1819,    11.1478,     0.1229,     0.6905,     0.7911,     0.0093,     0.2353,     0.1107,         40,    19.7660,     0.4687,     7.6832,     6.7871,     0.0000,     0.0000,     0.0000,        132,        144,          7,          8, DEFECTOS 
015.jpg,          1,          6,   212.8000,   213.8000,   208.0000,     7.1414,     7.1414,     7.1414,    85.2842,    -1.3810,     2.7425,     6.2809,     0.0799,     0.2144,     0.1956,     0.0274,     0.8384,     0.0022,     0.0034,     0.0688,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,        139,         42,          3,          3, DEFECTOS 
015.jpg,          1,          7,   175.2000,   170.0000,   141.0000,     7.1414,     7.1414,     7.1414,    69.1819,    -3.0334,    15.6736,    10.2554,     0.3965,     0.4834,     0.1412,     0.1991,     0.6871,     0.0029,     0.0249,     0.1079,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,        152,        120,          3,          3, DEFECTOS 
015.jpg,          1,          8,   222.8000,   222.8000,   222.8000,     7.1414,     7.1414,     7.1414,    88.7350,     0.0000,     0.0000,     3.8682,     0.0000,     0.0000,     0.0000,     0.0000,     0.8737,     0.0000,     0.0000,     0.0428,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,        153,         26,          3,          3, DEFECTOS 
015.jpg,          1,          9,   139.7000,   115.9000,    79.0000,     5.0990,     5.0990,     5.0990,    50.1033,     4.0864,    23.8770,     7.8018,     1.4829,     4.4323,     0.1015,     0.4399,     0.5478,     0.0019,     0.0887,     0.0825,         10,     8.6260,     0.5923,     4.1633,     3.3546,     0.0000,     0.0000,     0.0000,        157,        162,          4,          4, DEFECTOS 
015.jpg,          1,         10,   129.2500,   117.0833,    90.1667,     4.5826,     4.5826,     4.5826,    49.6661,     0.3204,    16.5902,     5.4400,     3.2067,     5.1671,     0.1105,     0.3066,     0.5069,     0.0264,     0.0683,     0.0516,         12,    12.8440,     0.9294,     7.1038,     2.6210,     0.0000,     0.0000,     0.0000,        163,        158,          5,          6, DEFECTOS 
015.jpg,          1,         11,   173.5641,   146.7564,    66.1731,     1.4142,     1.4142,     1.4142,    61.5545,     1.2892,    44.4837,    15.2826,     6.5843,     8.4098,     0.1260,     0.6541,     0.6806,     0.0159,     0.2133,     0.1369,        156,    43.9480,     0.6688,    16.5538,    12.3066,     0.0000,     0.0000,     0.0000,        165,         82,         14,         17, DEFECTOS 
015.jpg,          1,         12,   166.2000,   169.0000,   128.2000,     5.4772,     5.2915,     6.0828,    68.0572,    -7.9053,    20.7950,     3.1706,     0.6410,     1.1303,     0.1780,     0.2420,     0.6627,     0.0046,     0.0179,     0.0335,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,        186,         78,          3,          3, DEFECTOS 
015.jpg,          2,          1,   221.0000,   221.8000,   217.4000,     7.1414,     7.1414,     7.1414,    88.1891,    -1.0526,     2.0543,     5.6485,     0.3442,     0.5290,     0.1933,     0.0197,     0.8698,     0.0133,     0.0050,     0.0629,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         37,         14,          3,          3, DEFECTOS 
015.jpg,          2,          2,   202.5864,   203.7407,   164.2407,     1.4142,     1.4142,     1.4142,    80.8452,    -6.9041,    19.6664,     9.7967,     2.4273,     5.8374,     0.1703,     0.2010,     0.8012,     0.0110,     0.0688,     0.1052,        162,    68.5440,     0.8539,    22.7110,    11.8209,     0.0000,     0.0000,     0.0000,         55,          5,         22,         12, CALYX 
015.jpg,          3,          1,   235.2000,   235.8000,   230.6000,     7.1414,     7.1414,     7.1414,    93.0926,    -1.1208,     2.4521,     7.2858,     0.2933,     0.3571,     0.1844,     0.0225,     0.9247,     0.0147,     0.0051,     0.0807,          5,     7.8400,     0.9798,     5.7735,     1.1547,     0.0000,     0.0000,     0.0000,         57,          7,          5,          1, DEFECTOS 
015.jpg,          3,          2,   201.8976,   203.4699,   193.0904,     1.4142,     1.4142,     1.4142,    81.2034,    -2.4123,     5.0390,    14.3067,     1.4741,     3.0288,     0.1779,     0.0550,     0.7979,     0.0462,     0.0353,     0.1521,        161,    46.2720,     0.8144,    19.1849,    11.1339,     0.0000,     0.0000,     0.0000,         57,          7,         19,         13, CALYX 
015.jpg,          3,          3,   215.4000,   217.0000,   207.2000,     7.1414,     7.1414,     7.1414,    86.2972,    -2.2790,     4.6248,     5.1402,     0.4000,     0.6113,     0.1932,     0.0449,     0.8510,     0.0046,     0.0040,     0.0573,          5,     5.6240,     0.0000,     2.7809,     2.7809,     0.0000,     0.0000,     0.0000,         57,         54,          3,          3, DEFECTOS 
015.jpg,          3,          4,   158.7581,   144.5403,    92.0323,     1.4142,     1.4142,     1.4142,    60.0159,    -1.9594,    29.4117,     9.9886,     4.5737,    10.7359,     0.1278,     0.4362,     0.6226,     0.0230,     0.1735,     0.0951,        124,    39.5320,     0.3028,    13.1034,    12.4884,     0.0000,     0.0000,     0.0000,         76,         59,         14,         13, DEFECTOS 
015.jpg,          3,          5,   180.1000,   183.8000,   160.0000,     5.0990,     5.0990,     5.0990,    73.8108,    -5.5199,    11.6807,     4.4633,     0.6949,     1.6269,     0.1927,     0.1306,     0.7208,     0.0017,     0.0232,     0.0469,         10,    12.8440,     0.9073,     6.6131,     2.7809,     0.0000,     0.0000,     0.0000,         98,         45,          3,          6, DEFECTOS 
015.jpg,          3,          6,   169.3448,   169.3448,    94.6897,     3.0000,     3.0000,     3.0000,    67.8069,   -10.8365,    38.1574,     7.9358,     2.6117,     8.9296,     0.1668,     0.4488,     0.6705,     0.0087,     0.1029,     0.0844,          3,     3.0930,     0.7303,     2.5820,     1.7638,     0.0000,     0.0000,     0.0000,        113,         58,          8,          8, DEFECTOS 
015.jpg,          3,          7,   181.2222,   182.1111,   162.5556,     5.2915,     5.2915,     5.2915,    73.5085,    -3.7830,     9.8755,     4.4047,     1.2143,     1.9281,     0.1727,     0.1108,     0.7159,     0.0163,     0.0237,     0.0463,          9,    11.2480,     0.8234,     5.1208,     2.9059,     0.0000,     0.0000,     0.0000,        114,         47,          3,          5, DEFECTOS 
015.jpg,          3,          8,   147.0769,   147.1538,    99.8462,     4.4721,     4.4721,     4.4721,    59.8492,    -7.6389,    25.0336,     7.8374,     2.2575,     7.6514,     0.1675,     0.3279,     0.5801,     0.0103,     0.1047,     0.0811,         13,    15.6560,     0.9244,     7.8217,     2.9826,     0.0000,     0.0000,     0.0000,        120,         64,          7,          4, DEFECTOS 
